name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake+AF8-prompt,intake1,intake2,hotline+AF8-prompt,hotline1,hotline2,website,dir+AF8-prefix,dir+AF8-first,dir+AF8-mi,dir+AF8-last,dir+AF8-suffix,dir+AF8-title,dir+AF8-phone,dir+AF8-fax,dir+AF8-email,mail+AF8-street1,mail+AF8-street2,mail+AF8-city,mail+AF8-state,mail+AF8-zip,mail+AF8-zip4,latitude,longitude,type+AF8-facility,last+AF8-update,adlt,chld,snr,yad,act,cdm,cm,coot,dec,es,fpsy,hs,icm,imr,ipc,lad,nrt,nsc,peer,prs,semp,sh,sps,stu,tcc,tpc,vrs,cit,wi,bmo,du,duo,mo,ih,lmg,osg,sma,tbg,vamc,fem,male,atr,clf,cmhg,csbg,ihs,mc,md,mi,np,osf,pi,scjj,sef,sf,si,smha,swfs,vaf,ghf,mhf,mhsaf,saf,pa,ss,cmhc,ct,hi,hid,hit,msnh,od,odt,oit,omb,omh,op,ores,ort,ph,psy,rd,res,rl,rs,rtca,rtcc,ad,adm,alz,bc,cj,co,dv,gl,hv,mf,mn,ped,ptsd,pw,se,sed,smi,tay,tbi,trma,vet,wn,xa,ah,fx,nx,sp,smon,smop,smpd,at,bmt,cbt,cft,dbt,ect,gt,idd,ipt,ptm,tele,tt,bu,dm,dt,hh,mh,mm,nxn,otpa,sa,vtrl
Putyuk Childrens Home/Maniilaq Assoc,,572 Friends Way,,Kotzebue,AK,99752,,Northwest Arctic,907+AC0-442+AC0-7582,,,,,,,hss.state.ak.us,,Jackie,,Hill,,,,,,P.O. Box 256,,Kotzebue,AK,99752,,66.899061,+AC0-162.594163,MH,3/5/2015 19:48:32,,1,,,,,1,1,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,1,,,,,,,,1,,,,,
Good Samaritan Counseling Center,,3230 C Street,,Anchorage,AK,99503,,Anchorage,907+AC0-565+AC0-4000,Intake,907+AC0-565+AC0-4000,,,,,http://www.goodsamcounseling.com/,,Tammi,,Hand,,,,,,,,,,,,61.191183,+AC0-149.887084,MH,3/5/2015 19:48:32,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,
Providence Crisis Recovery Center,,3760 Piper Street,Suite LL+AC0-139,Anchorage,AK,99508,,Anchorage,907+AC0-563+AC0-5006,Intake,907+AC0-563+AC0-5006,,,,,,,Hope,,Allison,,,,,,3760 Pipper Street,Suite 139,Anchorage,AK,99508,,61.185956,+AC0-149.826608,MH,3/5/2015 19:48:32,1,1,1,1,,,1,,,,1,,,,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,1,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,1,1,1,1,,,,,,1,,,,1,,,,1,1,1,1,,1,1,1,1,,,,,,,1,,,,,
Daybreak Mental Hlth Coordination Inc,,550 South Alaska Street,Suite 208,Palmer,AK,99645,,,907+AC0-746+AC0-6019,Intake,907+AC0-746+AC0-6019,,,,,http://www.daybreakmhsc.com/,Mr,Bill,A,Aube,,,,,,,,,,,,61.601976,+AC0-149.115456,MH,3/5/2015 19:48:32,1,,1,1,1,,1,,,,1,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,1,1,1,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,1,1,1,,,1,,1,,1,,1,,1,,,,,,,1,,,1,1,1,,1,,,,,,1,,,,,,1,,,,,
Coosa Valley Senior Behavioral,,315 West Hickory Street,,Sylacauga,AL,35150,,Talladega,256+AC0-401+AC0-4670,Intake,256+AC0-401+AC0-4670,,,,,,,Lajuana,M,Webb,,,,,,,,,,,,33.165474,+AC0-86.253802,MH,3/5/2015 19:48:32,,,1,,,,1,,,,1,,1,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,1,,1,,,,1,,,,,,,1,,,1,,,,,,1,,1,1,1,,,,,,1,,,,,
Geneva County Day Treatment,Our House/Specialized Residential Care,10386 West State Highway 52,,Samson,AL,36477,,Geneva,334+AC0-898+AC0-7423,Intake,334+AC0-794+AC0-0731,,,,,,,Melissa,,Kirkland,,,,,,,,,,,,31.1083,+AC0-86.0237,MH,3/5/2015 19:48:32,1,,1,1,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,1,1,,,1,,,1,,1,,,,1,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,1,,1,1,1,,,,,,1,,,,,
Northwest Medical Center,,1530 U.S. Highway 43,,Winfield,AL,35594,5056,Fayette,205+AC0-487+AC0-7916,Intakes,205+AC0-487+AC0-7916,205+AC0-412+AC0-6791,,,,,,Christine,,Stewart,,,,,,,,,,,,33.930952,+AC0-87.824744,MH,3/5/2015 19:48:32,1,,1,,,1,1,,,1,1,,,1,1,,1,1,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,,,,1,,1,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,1,,,1,,,,,,,,,1,,1,,,,,,,,,,,1,,,1,,,1,,,1,,1,1,1,,,,,,1,,,,,
MHCNCA Inc,The Albany Clinic/Childrens,1315 13th Avenue SE,,Decatur,AL,35601,4308,Morgan,256+AC0-350+AC0-1935,Intakes,256+AC0-355+AC0-5904,256+AC0-355+AC0-6091,,,,,,Suzanne ,,Posey ,,,,,,,,,,,,34.586399,+AC0-86.971498,MH,3/5/2015 19:48:32,,1,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,1,1,1,1,1,1,1,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,1,1,,,1,,1,1,1,,,,,,1,,,,,
AltaPointe Health Systems Inc,Washington County MH,1812 Dixie Youth Drive,,Chatom,AL,36518,,Washington,251+AC0-847+AC0-2301,Intakes,251+AC0-450+AC0-2211,251+AC0-450+AC0-2211,,,,http://www.altapointe.org/,,Michael,,Goldman,,,,,,P.O. Box 615,,Chatom,AL,36518,,31.459516,+AC0-88.228658,MH,3/5/2015 19:48:32,1,1,1,1,,1,,1,1,1,1,,,1,,,1,1,,1,,,1,1,1,,,1,1,,,,,,,,,,,,,,,1,,,1,1,1,,,1,,,1,1,1,1,,,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,1,,,1,,1,1,1,,,1,,1,1,1,,,,,,1,,,,,
AltaPointe Health Systems Inc,Zeigler Outpatient,7280 Sellers Lane,,Mobile,AL,36608,,Mobile,251+AC0-776+AC0-1930,Intake,251+AC0-450+AC0-2211,,,,,http://altapointe.org,,Carl,,McNatt,,,,,,,,,,,,30.703434,+AC0-88.212398,MH,3/5/2015 19:48:32,1,,1,1,,,1,1,,,1,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,1,1,,,1,1,,,1,,1,,,,1,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,1,1,1,,1,,1,,1,1,1,,,,,,1,,,,,
Spectracare/Henry County Clinic,Henry County Clinic,219 Dothan Road,,Abbeville,AL,36310,,Henry,334+AC0-585+AC0-5331,Intake,334+AC0-794+AC0-0731,,,,,,,Melissa,,Kirkland,,,,,,P.O. Box 206,,Abbeville,AL,36310,,31.553463,+AC0-85.252491,MH,3/5/2015 19:48:32,1,,1,1,,1,,1,,1,1,,,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,1,1,,,,1,,,1,,1,,,,1,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,,1,,1,1,1,,,,,,1,,,,,
Henry County Day Treatment,,403 Dothan Road,,Abbeville,AL,36310,,Henry,334+AC0-585+AC0-6864,Intake,334+AC0-585+AC0-6864,,,,,,,Melissa,,Kirkland,,,,,,P.O. Box 1245,,Dothan,AL,36302,,31.551296,+AC0-85.252547,MH,3/5/2015 19:48:32,1,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,1,1,,,1,,,,,,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,1,1,1,1,1,,1,,1,1,1,,,,,,1,,,,,
Gateway,,1401 20th Street South,,Birmingham,AL,35205,,Jefferson,205+AC0-510+AC0-2600,Intake,205+AC0-510+AC0-2755,,,,,http://www.gway.org/,,Steve, ,Schultz,,,,,,,,,,,,33.497694,+AC0-86.794092,MH,3/5/2015 19:48:32,1,1,1,1,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,1,1,1,,1,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,1,1,,,,,1,,,1,,,,,1,,,,,
East Alabama Mental Health Center,Russell County Day Services,1011 8th Avenue,,Phenix City,AL,36867,,Russell,334+AC0-298+AC0-2405,Intake,334+AC0-742+AC0-2877,,,,,,,Anne,,Penney,,,,,,,,,,,,32.4665,+AC0-85.0041,MH,3/5/2015 19:48:32,1,,1,1,,,1,1,1,1,1,,,1,1,,,,,1,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,1,1,,,,1,,,1,1,1,,,,1,,,1,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,1,,,1,1,1,,,1,,,,,1,,,,,
Cherokee Etowah Dekalb CMHC,Cherokee County Office,200 Dean Buttram Avenue,,Centre,AL,35960,1026,Cherokee,256+AC0-927+AC0-3601,Intake,256+AC0-927+AC0-3601,,,,,,,Shelia,,Hurley,,,,,,,,,,,,34.167504,+AC0-85.661145,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,,1,1,,1,,,,,,,1,,,1,,,,,1,1,,,,,,,,,,,,,,1,1,,,,1,,,,1,1,,1,1,1,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,1,,,1,,1,1,1,1,,1,1,1,,,1,,,,,1,,,,,
J Michael Horsley,MI Residential Home,10072 Highway 31 South,,Calera,AL,35040,,Shelby,205+AC0-668+AC0-0940,Intake,205+AC0-668+AC0-4308,,,,,,,Melodie,D,Crawford,,,,,,P.O. Box 689,,Calera,AL,35040,,33.077219,+AC0-86.749575,MH,3/5/2015 19:48:32,1,,1,1,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,1,,,1,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,1,1,1,1,,1,,,,,1,,,,,
DeKalb Regional Medical Center,,200 Medical Center Drive SW,,Fort Payne,AL,35968,,De Kalb,256+AC0-845+AC0-3150,Intake,256+AC0-997+AC0-2725,,,,,http://dekalbregional.com,,Matthew,P,Quinn,,,,,,,,,,,,34.438455,+AC0-85.755744,MH,3/5/2015 19:48:32,,,1,,,1,1,,,1,1,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,1,1,,,1,1,1,,,,1,,1,1,,1,,,,,1,,,,,
Montgomery Area MH Authority,Child and Adolescent Center,2140 Upper Wetumpka Road,,Montgomery,AL,36107,,Montgomery,334+AC0-279+AC0-7830,Intake,334+AC0-279+AC0-7830,,,,,,,Henry,E,Parker,,,,,,,,,,,,32.389398,+AC0-86.275851,MH,3/5/2015 19:48:32,,1,,1,,,1,1,,,1,,,,,,,,,1,,,1,,,,,1,1,,,,,,,,,,,,,,,1,,,1,1,,,,1,,,1,,1,,,,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,1,,,1,,1,1,1,,,1,,1,1,,1,,,,,1,,,,,
Glenwood Inc,Main Campus,150 Glenwood Lane,,Birmingham,AL,35242,,Shelby,205+AC0-969+AC0-2880,Intakes,205+AC0-795+AC0-3203,205+AC0-969+AC0-2880,,,,http://www.glenwood.org/,,Deborah Lee,,Yount,,,,,,,,,,,,33.481137,+AC0-86.663538,MH,3/5/2015 19:48:32,1,1,1,1,,,,,,1,1,,1,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,1,,1,1,,1,1,1,1,1,,,1,,,,,,,,,,1,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,1,1,,,,1,1,1,,,1,1,1,1,,1,,,,,1,,,,,
Gateway Family Counseling Services,Shelby County,333 Business Circle,,Pelham,AL,35124,1778,Shelby,205+AC0-510+AC0-2780,Intake,205+AC0-510+AC0-2755,,,,,,,Elizabeth,,Stewart,,,,,,,,,,,,33.300904,+AC0-86.813415,MH,3/5/2015 19:48:32,1,1,1,1,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,1,,1,1,1,,1,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,1,1,,,1,1,1,1,,1,,,,,1,,,,,
Chilton Shelby MHC,,2100 County Services Drive,,Pelham,AL,35124,,Shelby,205+AC0-663+AC0-1252,Intake,205+AC0-663+AC0-1252,,,,,http://chiltonshelby.org,,Melodie,,Crawford,,,,,,P.O. Box 689,,Calera,AL,35040,0689,33.28208,+AC0-86.794598,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,,,1,,1,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,1,,,,,,1,,,1,1,1,,1,1,1,1,,1,,,,,1,,,,,
Clanton MI Outpatient,,110 Medical Center Drive,,Clanton,AL,35045,,Chilton,205+AC0-755+AC0-5933,Intake,205+AC0-755+AC0-5933,,,,,,,Melodie,,Crawford,,,,,,,,,,,,32.854885,+AC0-86.62293,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,,,1,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,1,,,,,,1,,,1,1,1,,1,1,1,1,,1,,,,,1,,,,,
Cherokee Etowah Dekalb CMHC,Dekalb County Office,301 14th Street NW,,Fort Payne,AL,35967,3155,De Kalb,256+AC0-845+AC0-4571,Intake,256+AC0-845+AC0-4571,,,,,,,Shelia,,Hurley,,,,,,,,,,,,34.455559,+AC0-85.714084,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,,1,1,,1,,,,,,,1,,,1,,,,,1,1,,,,,,,,,,,,,,1,1,,,,1,,,,1,1,,1,1,1,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,1,,,1,,1,1,1,1,,1,1,1,1,,1,,,,,1,,,,,
Cherokee Etowah Dekalb CMHC,,425 5th Avenue North West,,Attalla,AL,35954,,Etowah,256+AC0-492+AC0-7800,Intake,256+AC0-492+AC0-7800,,,,,http://cedmhc.org,,Shelia,,Hurley,,,,,,,,,,,,34.023816,+AC0-86.089607,MH,3/5/2015 19:48:32,1,1,1,1,1,,1,1,,,1,,1,,,,,,1,1,,1,1,,,,,1,1,,,,,,,,,,,,,,1,1,,,,1,,,,1,1,,1,1,1,,,,1,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,1,,,1,,1,1,1,1,,1,1,1,1,,1,,,,,1,,,,,
Mapleleaf 1 Day Service Office,,1303 East Elm Street,Lot 1,Athens,AL,35611,,Limestone,256+AC0-232+AC0-3794,Intake,256+AC0-355+AC0-6105,,,,,,,Cathy,,George,,,,,,,,,,,,34.81881,+AC0-86.949661,MH,3/5/2015 19:48:32,1,,1,1,1,,1,1,,1,1,1,,1,,,,,,,,1,1,1,,,,1,1,,,,,,,,,,,,,,1,1,1,,1,1,,,1,1,,,1,1,,,,,1,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,1,,,1,1,,,,1,,,1,,,,1,,1,,1,,,1,,,1,1,,,1,1,1,1,1,,1,1,1,1,,1,,,,,1,,,,,
Cherokee Etowah Dekalb CMHC,Copeland/Matthews Home Specialized,1038 McDuffie Street,,Gadsden,AL,35901,,Etowah,256+AC0-543+AC0-2883,Intake,256+AC0-492+AC0-7800,,,,,,,Shelia,,Hurley,,,,,,,,,,,,34.021069,+AC0-86.015626,MH,3/5/2015 19:48:32,1,,1,1,,,1,1,1,1,1,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,1,1,,1,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,1,1,1,1,1,,1,1,1,1,,1,,,,,1,,,,,
Cherokee Etowah Dekalb CMHC,White/Parker Home Specialized,901 Edith Street,,Centre,AL,35960,,Cherokee,256+AC0-927+AC0-2687,Intake,256+AC0-492+AC0-7800,,,,,,,Shelia,,Hurley,,,,,,,,,,,,34.168598,+AC0-85.662335,MH,3/5/2015 19:48:32,1,,1,1,,,1,1,1,1,1,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,1,1,,1,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,1,1,1,1,1,,1,1,1,1,,1,,,,,1,,,,,
Capitol Care South,Adult Outpatient Services,2619 Commerce Boulevard,,Birmingham,AL,35210,,Jefferson,205+AC0-956+AC0-2000,Intake,205+AC0-956+AC0-2000,,,,,http://www.capitolcaresouth.com/,,Karlos,,Commings,,,,,,,,,,,,33.54469,+AC0-86.692931,MH,3/5/2015 19:48:32,1,1,1,1,1,,1,,,1,1,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,1,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,1,,,1,,,1,1,1,1,1,1,,1,1,1,1,,1,,,,,1,,,,,
Mountain Lakes Behavioral Healthcare,,2409 Homer Clayton Drive,,Guntersville,AL,35976,,Marshall,256+AC0-582+AC0-3203,Intakes,256+AC0-582+AC0-3203,800+AC0-209+AC0-0049,,,,,,Myron,,Gargis,,,,,,,,,,,,34.33754,+AC0-86.311868,MH,3/5/2015 19:48:32,1,1,1,1,1,,1,1,,1,1,1,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,1,1,1,,,1,,,1,,1,,,,1,,,1,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,1,1,,1,1,1,1,,1,,,,,1,,,,,
Cahaba Center for Mental Health,Annex,417 Medical Center Parkway,,Selma,AL,36701,,Dallas,334+AC0-875+AC0-6068,Intake,334+AC0-875+AC0-2100,,,,,,,Lafon,,Barlow,,,,,,,,,,,,32.4247,+AC0-87.0505,MH,3/5/2015 19:48:32,1,,1,1,,1,1,1,1,1,1,1,,1,1,,,,,1,1,1,1,1,1,,,,1,,,,,,1,,,,,,,,1,1,1,,1,1,1,,1,1,1,1,1,,1,1,1,,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,1,1,1,1,1,,1,1,1,1,,1,,,,,1,,,,,
Talladega Satellite Office,,10 Bemiston Avenue,,Talladega,AL,35160,,Talladega,256+AC0-362+AC0-8600,Intake,256+AC0-362+AC0-8600,,,,,,,Cindy,,Atkinson,,,,,,,,,,,,33.419028,+AC0-86.121188,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,,1,1,,1,1,,,,,,1,,,1,,,,,1,1,,,,,,,,1,,,,,,,1,,,1,1,,,,,,,1,1,1,,,,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,1,,,,,,1,1,1,1,1,1,,1,1,1,1,,1,,,,,1,,,,,
Jackson County MH Center,,508 Gregory Street,,Scottsboro,AL,35768,4239,Jackson,256+AC0-259+AC0-1774,Intake,256+AC0-259+AC0-1774,,,,,,,David,,Holmes,,,,,,,,,,,,34.661595,+AC0-86.048974,MH,3/5/2015 19:48:32,1,1,1,1,1,,1,1,,1,1,,,,,,,,,1,,1,1,,,,,1,,,,,,,,,,,,,,,1,1,1,,1,1,1,,,1,,,1,,1,,,,1,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,,,,,,1,,,,,,1,1,1,1,1,1,,1,1,1,1,,1,,,,,1,,,,,
UAB Community Psychiatry Program,,908 South 20th Street,Suite 4+AC0-CCB,Birmingham,AL,35294,,Jefferson,205+AC0-934+AC0-4108,Intake,205+AC0-934+AC0-7008,,,,,,Dr,Jacqueline,M,Feldman,,,,,,,,,,,,33.503226,+AC0-86.798214,MH,3/5/2015 19:48:32,1,1,1,1,1,1,,1,1,1,,,,1,,,,1,1,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,1,,,1,1,1,,,,1,,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,,,,,,1,,,,,,1,1,1,1,1,1,,1,1,1,1,,1,,,,,1,,,,,
Saint Clair County CMHC,,625 15th Street North,,Pell City,AL,35125,1381,Saint Clair,205+AC0-338+AC0-7525,Intake,205+AC0-338+AC0-7525,,,,,,,Beverly,,Francis,,,,,,,,,,,,33.595234,+AC0-86.28765,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,,,1,,,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,1,1,,,1,1,1,1,,,1,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,1,,,1,,1,1,1,1,,,,,1,,,,,
Eastside CMHC,,129 East Park Circle,,Birmingham,AL,35235,3000,Jefferson,205+AC0-836+AC0-7283,Intake,205+AC0-836+AC0-7283,,,,,http://www.eastsidemhc.org/,,Beverly,,Francis,,,,,,,,,,,,33.585674,+AC0-86.670241,MH,3/5/2015 19:48:32,1,1,1,1,1,,,1,,,1,,,1,,,,,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,1,,1,,1,1,,,1,1,,,1,1,1,1,,,1,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,1,1,,,1,,1,1,1,1,,,,,1,,,,,
Birmingham VAMC,Anniston Oxford Clinic,96 Ail Way Creekside Street,,Oxford,AL,36203,,Calhoun,800+AC0-872+AC0-0328,Intakes,256+AC0-832+AC0-4141,256+AC0-832+AC0-4142,,,,,,Thomas,,Smith,,,,,,,,,,,,33.616535,+AC0-85.826725,MH,3/5/2015 19:48:32,1,,1,1,,,1,1,1,,1,,,,1,,1,1,,,,,1,1,1,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,1,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,1,,,,1,,,,,,,,,1,,1,1,1,,,1,,1,1,1,1,,,,,1,,,,,
Child and Adolescent,Outpatient Clay County,88217 Highway 9,,Lineville,AL,36266,,Clay,256+AC0-396+AC0-2150,Intake,256+AC0-396+AC0-2150,,,,,,,Elaine,M,Suprano,,,,,,P.O. Box 706,,Lineville,AL,36266,,33.30882,+AC0-85.757817,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,,,1,,,1,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,1,,1,1,1,,1,1,,1,1,1,1,,,1,,,1,,,,1,,,1,1,1,1,,,1,,1,1,1,1,,,,,1,,,,,
MHCNCA Inc,Moulton Lawrence Counseling Center,317 Hospital Street,,Moulton,AL,35650,,Lawrence,256+AC0-974+AC0-6697,Intake,256+AC0-355+AC0-5904,,,,,,,Jeannie,,Lynch,,,,,,,,,,,,34.484622,+AC0-87.28598,MH,3/5/2015 19:48:32,1,1,1,1,1,,1,1,,1,1,,,,,,,,1,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,1,1,,1,1,,,,1,,,1,1,1,1,,,1,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,1,1,,1,,,,,1,,1,1,,1,1,1,1,,,1,,,1,,,1,1,,,1,1,1,1,1,,1,,1,1,1,1,,,,,1,,,,,
Janus/Decatur CRF,,4110 Highway South,Suite A,Decatur,AL,35603,,Morgan,256+AC0-355+AC0-6091,Intake,256+AC0-355+AC0-5904,,,,,,,Lisa,,Coleman,,,,,,,,,,,,34.53612,+AC0-86.974475,MH,3/5/2015 19:48:32,1,,1,1,1,,1,1,,1,1,1,1,1,1,,,,,1,,,1,1,,,,1,,,,,,,,,,,,,,,1,1,1,,1,1,,,1,1,,,1,1,1,,,,1,,,1,1,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,1,1,,1,,1,,,1,,1,,1,,1,,1,,,1,,,1,,,1,1,1,1,1,1,,1,,1,1,1,1,,,,,1,,,,,
MHCNCA Inc,Athens Limestone Counseling Center,1307 East Elm Street,,Athens,AL,35611,,Limestone,256+AC0-232+AC0-3661,Intake,256+AC0-355+AC0-6091,,,,,,,Felicia,,Hanserd,,,,,,,,,,,,34.818808,+AC0-86.949612,MH,3/5/2015 19:48:32,1,1,1,1,,,1,1,,,1,,,,,,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,1,1,,1,1,,,1,1,,,1,1,1,,,,1,,,1,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,1,,,1,,,,1,,1,1,1,1,,,,,,1,,,1,1,,,1,1,1,1,1,,1,,1,1,1,1,,,,,1,,,,,
